station_id,s_no,battery_status,status_timestamp,weather
2,248,medium,1715851331008,"{'humidity': 11, 'temperature': -21, 'wind_speed': 31}"
2,249,high,1715851331011,"{'humidity': 19, 'temperature': 46, 'wind_speed': 0}"
2,251,medium,1715851331015,"{'humidity': 80, 'temperature': 31, 'wind_speed': 5}"
2,252,medium,1715851331017,"{'humidity': 40, 'temperature': -23, 'wind_speed': 7}"
2,253,low,1715851331020,"{'humidity': 53, 'temperature': 52, 'wind_speed': 6}"
2,254,medium,1715851331022,"{'humidity': 31, 'temperature': -8, 'wind_speed': 49}"
2,255,high,1715851331024,"{'humidity': 95, 'temperature': 68, 'wind_speed': 34}"
2,256,low,1715851331026,"{'humidity': 41, 'temperature': -11, 'wind_speed': 35}"
2,257,medium,1715851331029,"{'humidity': 21, 'temperature': -23, 'wind_speed': 12}"
2,258,medium,1715851331031,"{'humidity': 19, 'temperature': 25, 'wind_speed': 19}"
2,259,medium,1715851331033,"{'humidity': 61, 'temperature': 68, 'wind_speed': 2}"
2,260,high,1715851331036,"{'humidity': 41, 'temperature': 89, 'wind_speed': 44}"
2,262,medium,1715851331040,"{'humidity': 85, 'temperature': -12, 'wind_speed': 10}"
2,263,high,1715851331043,"{'humidity': 56, 'temperature': -10, 'wind_speed': 47}"
2,264,medium,1715851331045,"{'humidity': 83, 'temperature': 90, 'wind_speed': 38}"
2,265,high,1715851331048,"{'humidity': 39, 'temperature': -4, 'wind_speed': 48}"
2,266,low,1715851331050,"{'humidity': 92, 'temperature': 85, 'wind_speed': 39}"
2,267,medium,1715851331052,"{'humidity': 49, 'temperature': 45, 'wind_speed': 26}"
2,268,high,1715851331055,"{'humidity': 61, 'temperature': 50, 'wind_speed': 16}"
2,269,low,1715851331057,"{'humidity': 99, 'temperature': -11, 'wind_speed': 44}"
2,270,medium,1715851331059,"{'humidity': 22, 'temperature': -20, 'wind_speed': 6}"
2,271,high,1715851331062,"{'humidity': 52, 'temperature': 55, 'wind_speed': 1}"
2,272,medium,1715851331064,"{'humidity': 70, 'temperature': 83, 'wind_speed': 0}"
2,274,high,1715851331069,"{'humidity': 24, 'temperature': 34, 'wind_speed': 7}"
2,275,high,1715851331071,"{'humidity': 19, 'temperature': -9, 'wind_speed': 13}"
2,276,low,1715851331074,"{'humidity': 88, 'temperature': 63, 'wind_speed': 27}"
2,277,medium,1715851331076,"{'humidity': 98, 'temperature': 13, 'wind_speed': 38}"
2,278,high,1715851331078,"{'humidity': 16, 'temperature': 102, 'wind_speed': 13}"
2,279,high,1715851331081,"{'humidity': 48, 'temperature': -36, 'wind_speed': 4}"
2,280,medium,1715851331083,"{'humidity': 13, 'temperature': 17, 'wind_speed': 23}"
2,281,high,1715851331085,"{'humidity': 65, 'temperature': 71, 'wind_speed': 48}"
2,282,medium,1715851331087,"{'humidity': 82, 'temperature': 50, 'wind_speed': 13}"
2,283,medium,1715851331090,"{'humidity': 79, 'temperature': 0, 'wind_speed': 3}"
2,284,high,1715851331092,"{'humidity': 38, 'temperature': 86, 'wind_speed': 16}"
2,285,low,1715851331094,"{'humidity': 54, 'temperature': -4, 'wind_speed': 23}"
2,286,low,1715851331096,"{'humidity': 85, 'temperature': -33, 'wind_speed': 33}"
2,287,high,1715851331099,"{'humidity': 41, 'temperature': 78, 'wind_speed': 39}"
2,288,low,1715851331101,"{'humidity': 14, 'temperature': 94, 'wind_speed': 10}"
2,289,medium,1715851331103,"{'humidity': 11, 'temperature': 67, 'wind_speed': 20}"
2,290,high,1715851331106,"{'humidity': 57, 'temperature': 81, 'wind_speed': 4}"
2,291,low,1715851331108,"{'humidity': 43, 'temperature': 59, 'wind_speed': 39}"
2,292,high,1715851331110,"{'humidity': 52, 'temperature': 57, 'wind_speed': 24}"
2,293,low,1715851331113,"{'humidity': 17, 'temperature': 69, 'wind_speed': 40}"
2,294,low,1715851331116,"{'humidity': 38, 'temperature': 32, 'wind_speed': 16}"
2,295,low,1715851331118,"{'humidity': 75, 'temperature': 38, 'wind_speed': 24}"
2,296,medium,1715851331121,"{'humidity': 39, 'temperature': -17, 'wind_speed': 5}"
2,297,medium,1715851331123,"{'humidity': 69, 'temperature': 63, 'wind_speed': 5}"
2,298,medium,1715851331126,"{'humidity': 32, 'temperature': 52, 'wind_speed': 46}"
2,299,high,1715851331128,"{'humidity': 90, 'temperature': 11, 'wind_speed': 40}"
2,300,high,1715851331131,"{'humidity': 71, 'temperature': 32, 'wind_speed': 3}"
2,301,medium,1715851331133,"{'humidity': 10, 'temperature': -33, 'wind_speed': 35}"
2,302,low,1715851331136,"{'humidity': 46, 'temperature': 28, 'wind_speed': 26}"
2,303,low,1715851331138,"{'humidity': 31, 'temperature': 66, 'wind_speed': 20}"
2,304,low,1715851331140,"{'humidity': 82, 'temperature': 4, 'wind_speed': 41}"
2,305,medium,1715851331150,"{'humidity': 97, 'temperature': 96, 'wind_speed': 19}"
2,307,medium,1715851331155,"{'humidity': 19, 'temperature': 5, 'wind_speed': 47}"
2,308,high,1715851331157,"{'humidity': 25, 'temperature': 47, 'wind_speed': 43}"
2,309,medium,1715851331160,"{'humidity': 74, 'temperature': 33, 'wind_speed': 12}"
2,310,medium,1715851331162,"{'humidity': 2, 'temperature': 32, 'wind_speed': 21}"
2,311,medium,1715851331164,"{'humidity': 45, 'temperature': 47, 'wind_speed': 46}"
2,312,high,1715851331167,"{'humidity': 90, 'temperature': 85, 'wind_speed': 7}"
2,313,low,1715851331169,"{'humidity': 12, 'temperature': 64, 'wind_speed': 2}"
2,314,high,1715851331171,"{'humidity': 25, 'temperature': 32, 'wind_speed': 35}"
2,315,medium,1715851331173,"{'humidity': 41, 'temperature': 49, 'wind_speed': 14}"
2,316,low,1715851331176,"{'humidity': 0, 'temperature': 6, 'wind_speed': 18}"
2,317,medium,1715851331178,"{'humidity': 36, 'temperature': 37, 'wind_speed': 43}"
2,318,medium,1715851331180,"{'humidity': 37, 'temperature': -15, 'wind_speed': 29}"
